지역, 학교명, 1학년 학급수, 1학년 학생수, 2학년 학급수, 2학년 학생수, 3학년 학급수, 3학년 학생수
전라북도 완주군,삼례공업고등학교,9,89,9,107,9,201
전라북도 전주시 완산구,상산고등학교,12,366,12,361,12,370
전라북도 정읍시,서영여자고등학교,6,133,6,142,6,152
전라북도 무주군,설천고등학교,2,21,2,20,2,39
전라북도 남원시,성원고등학교,5,95,5,104,5,134
전라북도 익산시,성일고등학교,3,66,3,40,3,73
전라북도 완주군,세인고등학교,3,62,3,62,3,59
전라북도 전주시 덕진구,전주솔내고등학교,10,303,10,294,10,330
전라북도 순창군,순창고등학교,5,107,5,115,5,113
전라북도 순창군,순창제일고등학교,4,87,4,87,4,94
전라북도 정읍시,신태인고등학교,2,32,3,39,3,44
전라북도 무주군,안성고등학교,2,30,2,28,2,34
전라북도 진안군,안천고등학교,1,3,1,3,1,6
전라북도 익산시,여산고등학교,1,14,1,11,2,15
전라북도 고창군,영선고등학교,4,37,4,61,4,71
전라북도 임실군,오수고등학교,2,10,2,10,2,19
전라북도 전주시 완산구,전주대학교사범대학부설고등학교,8,250,8,221,8,265
전라북도 전주시 완산구,완산고등학교,8,209,8,205,8,220
전라북도 전주시 완산구,완산여자고등학교,7,104,8,107,8,147
전라북도 완주군,완주고등학교,7,155,7,87,7,163
전라북도 정읍시,왕신여자고등학교,1,9,1,11,1,16
전라북도 전주시 덕진구,우석고등학교,10,268,10,292,10,316
전라북도 전주시 덕진구,전북여자고등학교,10,266,10,242,10,309
전라북도 익산시,원광고등학교,10,327,10,316,10,344
전라북도 익산시,원광여자고등학교,8,211,8,196,8,205
전라북도 익산시,원광정보예술고등학교,7,152,7,150,7,162
전라북도 부안군,위도고등학교,1,2,1,2,1,3
전라북도 전주시 덕진구,유일여자고등학교,10,269,10,241,10,293
전라북도 익산시,이리고등학교,10,333,10,324,10,350
전라북도 익산시,이리공업고등학교,14,247,14,326,14,363
전라북도 익산시,이리남성여자고등학교,8,207,8,206,8,210
전라북도 익산시,이리여자고등학교,8,214,8,208,8,214
전라북도 익산시,이일여자고등학교,8,212,8,204,8,208
전라북도 익산시,익산고등학교,6,131,6,135,6,135
전라북도 정읍시,인상고등학교,2,28,2,17,2,42
전라북도 남원시,인월고등학교,1,17,1,18,1,22
전라북도 임실군,임실고등학교,3,67,3,66,3,72
전라북도 임실군,한국치즈과학고등학교,2,43,2,38,2,49
전라북도 장수군,장계공업고등학교,2,15,2,31,2,25
전라북도 장수군,장수고등학교,3,67,3,69,3,76
전라북도 전주시 덕진구,전라고등학교,10,296,10,310,10,318
전라북도 익산시,전북과학고등학교,3,61,3,64,3,35
전라북도 익산시,전북제일고등학교,8,233,8,231,8,241
전라북도 완주군,전북체육고등학교,3,79,3,86,3,72
전라북도 전주시 완산구,전일고등학교,10,259,10,261,10,270
전라북도 전주시 완산구,전주고등학교,12,357,12,367,12,380
전라북도 전주시 덕진구,전주공업고등학교,13,291,13,309,13,342
전라북도 전주시 완산구,전주근영여자고등학교,10,295,10,291,10,328
전라북도 전주시 완산구,전주기전여자고등학교,9,250,9,250,9,300
전라북도 전주시 덕진구,전주생명과학고등학교,10,222,10,236,10,259
전라북도 전주시 완산구,전주성심여자고등학교,10,274,10,271,10,324
전라북도 전주시 완산구,전주신흥고등학교,10,292,10,304,10,311
전라북도 전주시 덕진구,전주여자고등학교,10,288,10,257,10,295
전라북도 전주시 완산구,전주상업정보고등학교,8,177,8,184,8,216
전라북도 전주시 완산구,전주영생고등학교,10,270,10,257,10,280
전라북도 완주군,전주예술고등학교,7,146,7,179,7,198
전라북도 전주시 덕진구,전주중앙여자고등학교,10,263,10,243,10,296
전라북도 전주시 완산구,전주한일고등학교,10,280,10,275,10,301
전라북도 전주시 완산구,전주해성고등학교,8,208,8,209,8,221
전라북도 정읍시,정읍고등학교,4,81,4,97,4,108
전라북도 정읍시,정읍제일고등학교,3,48,3,69,3,65
전라북도 정읍시,정읍여자고등학교,6,132,6,142,6,147
전라북도 정읍시,정주고등학교,6,133,6,143,6,153
전라북도 부안군,줄포자동차공업고등학교,2,43,2,44,2,45
전라북도 익산시,진경여자고등학교,6,105,6,95,6,143
전라북도 진안군,진안공업고등학교,4,86,3,42,3,71
전라북도 진안군,진안제일고등학교,2,45,2,48,2,49
전라북도 정읍시,칠보고등학교,1,2,1,6,1,7
전라북도 정읍시,태인고등학교,2,42,2,46,2,45
전라북도 무주군,푸른꿈고등학교,2,40,2,38,2,37
전라북도 정읍시,학산고등학교,6,135,6,117,6,144
전라북도 전주시 완산구,한국전통문화고등학교,4,82,4,71,4,78
전라북도 남원시,한국경마축산고등학교,2,38,2,32,2,39
전라북도 완주군,한별고등학교,5,94,5,106,5,123
전라북도 익산시,함열고등학교,2,10,4,3,4,27
전라북도 익산시,함열여자고등학교,7,136,7,111,7,168
전라북도 고창군,해리고등학교,1,5,1,6,1,10
전라북도 정읍시,호남고등학교,6,133,6,146,6,153
전라북도 전주시 완산구,호남제일고등학교,10,278,10,278,10,308
전라북도 전주시 완산구,전주제일고등학교,10,283,10,278,10,296
전라북도 장수군,한국마사고등학교,2,12,2,20,2,28
전라북도 완주군,한국게임과학고등학교,4,66,4,60,4,45
전라북도 군산시,전북외국어고등학교,8,165,8,152,8,153
전라북도 김제시,지평선고등학교,2,40,2,34,2,33
전라북도 진안군,한국한방고등학교,2,52,2,46,2,45
전라북도 전주시 덕진구,양현고등학교,10,288,10,309,10,293
전라북도 전주시 완산구,전주고등학교부설방송통신고등학교,1,37,2,44,1,30
전라북도 전주시 덕진구,전주여자고등학교부설방송통신고등학교,3,93,2,66,2,63
전라남도 강진군,강진고등학교,6,130,6,133,6,146
전라남도 강진군,전남생명과학고등학교,5,61,5,91,5,90
전라남도 완도군,고금고등학교,1,21,1,11,1,16
전라남도 고흥군,고흥고등학교,6,133,6,142,6,144
전라남도 고흥군,녹동고등학교,4,73,4,97,4,90
전라남도 고흥군,고흥도화고등학교,2,25,2,27,2,33
전라남도 고흥군,고흥산업과학고등학교,5,101,5,102,5,85
전라남도 고흥군,고흥영주고등학교,1,20,1,11,1,14
전라남도 곡성군,전남조리과학고등학교,3,63,3,63,3,74
전라남도 나주시,광남고등학교,2,20,2,15,2,30
전라남도 광양시,광양고등학교,8,193,8,172,8,193
전라남도 광양시,광양하이텍고등학교,7,120,7,132,7,167
전라남도 광양시,광양여자고등학교,8,175,8,183,8,206
전라남도 광양시,광양제철고등학교,10,281,10,291,11,324
전라남도 구례군,구례고등학교,4,78,4,92,4,103
전라남도 영암군,구림공업고등학교,3,42,3,47,3,54
전라남도 나주시,금성고등학교,6,146,6,147,6,160
전라남도 나주시,나주고등학교,6,147,6,146,6,164
전라남도 나주시,나주공업고등학교,6,142,6,138,6,142
전라남도 나주시,나주상업고등학교,4,60,4,62,4,57
전라남도 완도군,노화고등학교,2,32,2,35,2,16
전라남도 화순군,능주고등학교,6,177,6,168,6,193
전라남도 담양군,담양고등학교,4,86,4,98,4,100
전라남도 담양군,담양공업고등학교,6,66,6,93,6,121
전라남도 장흥군,한국말산업고등학교,2,12,2,17,2,24
전라남도 신안군,도초고등학교,3,65,3,68,3,68
전라남도 광양시,광양백운고등학교,7,182,7,208,7,208
전라남도 목포시,목포고등학교,7,177,7,165,7,177
전라남도 목포시,목포공업고등학교,11,261,11,209,11,262
전라남도 목포시,목포덕인고등학교,7,176,7,163,8,199
전라남도 목포시,목포마리아회고등학교,7,177,7,164,8,194
전라남도 목포시,목포성신고등학교,4,54,4,30,4,55
전라남도 목포시,목포중앙고등학교,6,87,6,118,6,134
전라남도 목포시,목포여자고등학교,7,176,7,164,7,187
전라남도 목포시,목포여자상업고등학교,11,210,11,203,11,245
전라남도 목포시,목포정명여자고등학교,8,200,8,194,8,215
전라남도 목포시,목포제일여자고등학교,7,175,7,170,7,194
전라남도 목포시,목포혜인여자고등학교,7,168,7,163,8,198
전라남도 목포시,목포홍일고등학교,8,202,8,189,8,201
전라남도 무안군,무안고등학교,7,172,7,162,7,177
전라남도 목포시,문태고등학교,7,179,7,169,8,204
전라남도 무안군,백제고등학교,5,125,5,127,5,128
전라남도 보성군,벌교고등학교,5,110,5,116,5,126
전라남도 보성군,벌교상업고등학교,4,64,4,43,4,48
전라남도 보성군,벌교여자고등학교,1,0,1,20,1,24
전라남도 영광군,법성고등학교,3,43,5,50,5,62
전라남도 강진군,병영상업고등학교,1,22,1,20,1,26
전라남도 보성군,보성고등학교,4,70,4,61,5,103
전라남도 보성군,다향고등학교,2,39,2,24,2,30
전라남도 나주시,봉황고등학교,7,145,6,116,5,113
전라남도 여수시,부영여자고등학교,9,242,9,234,9,259
전라남도 장성군,삼계고등학교,2,43,2,44,2,41
전라남도 진도군,진도국악고등학교,2,21,2,18,2,33
전라남도 강진군,성전고등학교,1,18,1,14,1,24
전라남도 해남군,송지고등학교,2,22,3,30,3,41
전라남도 순천시,순천강남여자고등학교,9,207,9,191,9,236
전라남도 순천시,순천고등학교,10,250,10,244,11,298
전라남도 순천시,순천공업고등학교,12,287,12,284,12,293
전라남도 순천시,순천금당고등학교,10,242,10,253,11,295
전라남도 순천시,순천매산고등학교,10,246,10,243,11,291
전라남도 순천시,순천매산여자고등학교,9,213,9,204,9,234
전라남도 순천시,순천여자고등학교,10,249,10,228,11,295
전라남도 순천시,순천전자고등학교,6,91,6,107,6,123
전라남도 순천시,순천제일고등학교,8,195,8,193,8,211
전라남도 순천시,순천청암고등학교,11,261,11,243,11,270
전라남도 순천시,순천효산고등학교,9,213,9,211,9,201
전라남도 순천시,순천효천고등학교,10,244,10,225,11,302
전라남도 영암군,영암전자과학고등학교,2,27,2,19,2,32
전라남도 신안군,안좌고등학교,2,13,2,17,2,23
전라남도 신안군,신안해양과학고등학교,2,44,2,44,2,47
전라남도 완도군,약산고등학교,1,18,1,9,1,22
전라남도 여수시,여남고등학교,1,19,1,22,1,23
전라남도 여수시,여수고등학교,8,215,8,215,8,250
전라남도 여수시,여수공업고등학교,12,284,12,272,12,290
전라남도 여수시,여수여자고등학교,8,217,8,210,8,236
전라남도 여수시,여수석유화학고등학교,5,97,5,98,5,100
전라남도 여수시,여수정보과학고등학교,12,255,12,280,12,297
전라남도 여수시,여수중앙여자고등학교,8,212,8,205,9,268
전라남도 여수시,여수화양고등학교,5,101,5,81,5,114
전라남도 여수시,여양고등학교,6,134,6,124,6,149
전라남도 여수시,여천고등학교,8,213,8,220,9,274
전라남도 여수시,여수해양과학고등학교,3,50,3,44,3,60
전라남도 영광군,영광고등학교,5,108,5,117,5,128
전라남도 영광군,영광공업고등학교,5,87,5,90,5,93
전라남도 영광군,영광전자고등학교,1,6,1,20,1,18
전라남도 영광군,영산성지고등학교,2,13,2,22,2,21
전라남도 나주시,영산고등학교,4,100,4,75,4,108
전라남도 나주시,전남미용고등학교,4,96,4,89,4,87
전라남도 영암군,영암고등학교,4,88,4,78,4,85
전라남도 영암군,영암낭주고등학교,2,42,2,31,2,44
전라남도 영암군,영암여자고등학교,5,86,5,99,5,112
전라남도 목포시,영흥고등학교,7,173,7,163,8,205
전라남도 보성군,예당고등학교,3,53,3,60,3,70
전라남도 곡성군,옥과고등학교,4,85,4,73,4,72
전라남도 완도군,완도고등학교,6,136,7,163,7,179
전라남도 완도군,완도금일고등학교,1,13,1,9,1,11
전라남도 완도군,완도수산고등학교,4,80,4,75,4,77
전라남도 신안군,임자고등학교,2,14,2,11,2,15
전라남도 장성군,장성고등학교,6,163,6,152,7,192
전라남도 장성군,문향고등학교,4,86,4,91,4,108
전라남도 장성군,장성하이텍고등학교,5,72,5,72,5,89
전라남도 장흥군,장흥고등학교,6,133,6,125,6,156
전라남도 장흥군,장흥관산고등학교,2,25,2,30,2,35
전라남도 장흥군,정남진산업고등학교,4,52,4,66,6,75
전라남도 나주시,전남과학고등학교,4,87,4,88,4,55
전라남도 무안군,전남예술고등학교,5,163,5,154,5,161
전라남도 나주시,전남외국어고등학교,5,126,5,121,5,117
전라남도 목포시,목상고등학교,7,175,7,162,7,170
전라남도 진도군,조도고등학교,1,8,1,16,1,15
전라남도 순천시,한국바둑고등학교,2,35,2,30,2,33
전라남도 신안군,지명고등학교,1,12,1,15,1,15
전라남도 진도군,진도고등학교,5,99,5,109,5,135
전라남도 진도군,진도실업고등학교,4,57,4,71,4,66
전라남도 광양시,한국항만물류고등학교,5,100,5,96,5,95
전라남도 여수시,진성여자고등학교,8,150,8,144,8,191
전라남도 담양군,창평고등학교,9,207,9,205,9,227
전라남도 신안군,하의고등학교,1,6,1,5,1,10
전라남도 함평군,함평학다리고등학교,6,137,6,129,7,169
전라남도 담양군,한빛고등학교,3,65,3,69,3,65
전라남도 여수시,한영고등학교,9,233,9,247,9,275
전라남도 함평군,함평고등학교,4,91,4,79,4,103
전라남도 함평군,함평골프고등학교,2,33,2,24,2,23
전라남도 함평군,전남보건고등학교,3,64,3,69,3,63
전라남도 해남군,해남고등학교,9,201,9,217,9,220
전라남도 해남군,해남공업고등학교,10,119,10,131,10,196
전라남도 영광군,해룡고등학교,8,181,8,185,8,215
전라남도 나주시,호남원예고등학교,5,82,5,54,5,54
전라남도 화순군,화순고등학교,9,231,9,255,9,284
전라남도 화순군,전남기술과학고등학교,8,123,8,127,8,141
전라남도 화순군,화순이양고등학교,2,30,2,37,2,41
전라남도 해남군,화원고등학교,2,43,2,45,2,49
전라남도 구례군,전남자연과학고등학교,4,55,4,44,4,56
전라남도 곡성군,곡성고등학교,5,95,5,109,5,123
전라남도 무안군,전남체육고등학교,2,60,2,52,2,64
전라남도 여수시,여수충무고등학교,8,207,8,208,8,238
전라남도 무안군,남악고등학교,8,223,8,222,8,214
전라남도 광양시,중마고등학교,7,189,7,202,7,207
전라남도 순천시,순천팔마고등학교,8,199,8,192,8,214
전라남도 광양시,광영고등학교,7,181,7,192,7,203
전라남도 영암군,삼호고등학교,6,133,6,138,6,144
전라남도 순천시,순천복성고등학교,8,198,8,198,8,223
전라남도 곡성군,한울고등학교,3,23,3,22,3,28
전라남도 목포시,목포고등학교부설방송통신고등학교,2,58,2,33,2,50
전라남도 순천시,순천고등학교부설방송통신고등학교,4,84,3,67,3,72
경상북도 구미시,구미전자공업고등학교,14,280,14,273,14,267
경상북도 문경시,가은고등학교,1,19,1,20,1,18
경상북도 예천군,경북일고등학교,9,174,9,143,2,41
경상북도 경주시,감포고등학교,1,0,1,0,1,12
경상북도 영덕군,강구정보고등학교,2,18,2,13,2,13
경상북도 구미시,경구고등학교,10,282,10,272,10,259
경상북도 포항시 북구,경북과학고등학교,2,40,2,39,2,24
경상북도 구미시,경북생활과학고등학교,5,125,5,110,5,121
경상북도 구미시,경북외국어고등학교,5,122,5,114,5,118
경상북도 봉화군,한국펫고등학교,2,49,2,26,2,40
경상북도 경산시,경북체육고등학교,3,78,3,65,3,75
경상북도 경산시,경산고등학교,10,252,10,246,10,307
경상북도 경산시,경산여자고등학교,12,310,12,301,12,358
경상북도 경산시,경산여자상업고등학교,5,126,5,118,5,133
경상북도 경산시,경북기계금속고등학교,6,153,6,145,6,161
경상북도 안동시,경안고등학교,6,124,6,126,6,148
경상북도 안동시,경안여자고등학교,5,111,6,126,6,147
경상북도 안동시,경일고등학교,6,129,6,109,6,150
경상북도 경주시,경주고등학교,9,203,9,212,9,229
경상북도 경주시,경주공업고등학교,8,95,8,72,8,120
경상북도 경주시,경주디자인고등학교,3,46,3,50,3,59
경상북도 경주시,경주여자고등학교,9,198,9,195,9,218
경상북도 경주시,경주여자정보고등학교,8,189,8,163,8,189
경상북도 경주시,경주정보고등학교,9,169,9,206,9,219
경상북도 경주시,경주화랑고등학교,2,24,2,16,2,26
경상북도 경주시,계림고등학교,5,110,5,113,5,119
경상북도 고령군,고령고등학교,2,44,2,43,2,52
경상북도 포항시 남구,포항과학기술고등학교,2,38,2,33,3,39
경상북도 구미시,구미고등학교,10,279,10,277,12,398
경상북도 구미시,구미여자고등학교,10,282,10,263,12,306
경상북도 구미시,구미정보고등학교,6,139,6,123,6,154
경상북도 구미시,구미여자상업고등학교,7,171,7,166,7,170
경상북도 군위군,군위고등학교,4,89,4,97,4,96
경상북도 경주시,근화여자고등학교,8,176,8,177,8,191
경상북도 의성군,금성고등학교,1,15,1,13,1,18
경상북도 구미시,금오고등학교,10,276,10,241,10,304
경상북도 구미시,금오공업고등학교,10,201,10,197,10,198
경상북도 구미시,금오여자고등학교,10,281,10,276,10,299
경상북도 청도군,금천고등학교,1,17,1,15,2,13
경상북도 영천시,금호공업고등학교,3,64,3,71,3,73
경상북도 영천시,포은고등학교,1,22,1,12,1,16
경상북도 포항시 북구,경북세무고등학교,2,34,2,10,2,13
경상북도 안동시,길원여자고등학교,6,132,7,139,7,161
경상북도 김천시,김천고등학교,8,244,8,231,8,232
경상북도 김천시,김천생명과학고등학교,6,132,6,145,6,152
경상북도 김천시,김천여자고등학교,6,131,6,105,7,164
경상북도 김천시,김천예술고등학교,3,113,3,101,3,101
경상북도 김천시,김천중앙고등학교,6,125,7,148,7,151
경상북도 고령군,대가야고등학교,5,109,5,90,5,106
경상북도 경산시,대구가톨릭대학교사범대학부속무학고등학교,8,205,8,197,8,249
경상북도 포항시 북구,대동고등학교,9,204,9,190,10,234
경상북도 영주시,대영고등학교,4,89,4,87,4,104
경상북도 예천군,대창고등학교,4,74,5,72,5,102
경상북도 구미시,도개고등학교,5,142,5,130,5,127
경상북도 칠곡군,동명고등학교,1,24,1,24,1,25
경상북도 영주시,영주동산고등학교,5,117,5,98,5,112
경상북도 포항시 북구,동지고등학교,9,207,9,202,10,240
경상북도 포항시 북구,동지여자고등학교,9,208,9,189,10,233
경상북도 성주군,명인정보고등학교,3,72,3,56,3,42
경상북도 청도군,모계고등학교,5,113,5,114,5,108
경상북도 경주시,무산고등학교,1,19,2,20,2,14
경상북도 문경시,문경공업고등학교,5,79,6,79,6,98
경상북도 문경시,문경여자고등학교,6,131,7,148,7,158
경상북도 경산시,문명고등학교,6,152,6,148,6,179
경상북도 문경시,문창고등학교,6,134,7,130,7,171
경상북도 경주시,문화고등학교,9,198,9,205,9,223
경상북도 의성군,봉양정보고등학교,1,14,1,15,1,14
경상북도 봉화군,봉화고등학교,4,88,4,91,4,98
경상북도 경주시,삼성생활예술고등학교,3,71,3,67,3,69
경상북도 상주시,상산전자고등학교,5,86,5,46,5,95
경상북도 상주시,상주고등학교,6,131,6,136,6,149
경상북도 상주시,상주공업고등학교,8,192,8,199,8,218
경상북도 상주시,상주여자고등학교,6,131,6,117,6,143
경상북도 상주시,우석여자고등학교,6,132,6,122,6,143
경상북도 상주시,상지여자상업고등학교,5,84,5,89,5,90
경상북도 경주시,선덕여자고등학교,8,179,8,176,8,196
경상북도 구미시,선산고등학교,4,114,5,88,6,116
경상북도 영주시,선영여자고등학교,4,97,4,66,4,98
경상북도 영천시,선화여자고등학교,5,114,5,114,5,122
경상북도 김천시,성의고등학교,5,112,5,113,5,119
경상북도 김천시,성의여자고등학교,5,111,5,112,5,128
경상북도 성주군,성주고등학교,4,90,4,89,4,95
경상북도 안동시,성창여자고등학교,3,68,4,33,4,82
경상북도 안동시,성희여자고등학교,5,111,6,116,6,144
경상북도 포항시 남구,세명고등학교,9,207,9,194,10,242
경상북도 포항시 북구,세화고등학교,4,85,4,78,4,82
경상북도 영양군,수비고등학교,1,14,1,9,1,17
경상북도 칠곡군,순심고등학교,8,193,8,193,8,233
경상북도 칠곡군,순심여자고등학교,6,148,6,145,6,176
경상북도 경주시,신라고등학교,7,154,8,105,8,148
경상북도 경주시,신라공업고등학교,9,212,9,213,9,231
경상북도 김천시,경북과학기술고등학교,5,92,5,108,5,116
경상북도 경주시,안강여자고등학교,5,111,5,106,5,114
경상북도 경주시,안강전자고등학교,3,49,3,26,3,25
경상북도 안동시,안동고등학교,6,130,6,140,6,143
경상북도 안동시,경북하이텍고등학교,6,140,6,145,6,148
경상북도 안동시,한국생명과학고등학교,6,120,6,123,6,139
경상북도 안동시,안동여자고등학교,6,133,7,144,7,158
경상북도 안동시,안동중앙고등학교,6,131,6,129,6,144
경상북도 칠곡군,약목고등학교,4,96,4,87,4,102
경상북도 영주시,영광고등학교,6,133,6,140,6,148
경상북도 영주시,영광여자고등학교,7,155,7,159,7,177
경상북도 경산시,영남삼육고등학교,2,51,2,52,2,58
경상북도 영덕군,영덕여자고등학교,3,57,3,55,3,57
경상북도 영덕군,영덕고등학교,3,66,3,59,3,58
경상북도 영천시,영동고등학교,6,133,6,138,6,144
경상북도 안동시,영문고등학교,4,74,4,52,4,78
경상북도 영양군,영양고등학교,2,32,2,38,3,36
경상북도 영양군,영양여자고등학교,3,67,3,55,3,59
경상북도 포항시 남구,영일고등학교,7,165,7,160,8,229
경상북도 영주시,영주고등학교,6,98,6,94,6,132
경상북도 영주시,경북항공고등학교,4,100,4,101,4,109
경상북도 영주시,영주여자고등학교,6,135,6,136,6,150
경상북도 영주시,영주제일고등학교,7,155,7,162,7,167
경상북도 영천시,영천고등학교,5,111,5,110,5,122
경상북도 영천시,영천전자고등학교,3,72,3,55,3,71
경상북도 영천시,영천여자고등학교,5,91,6,85,6,117
경상북도 영천시,영천성남여자고등학교,4,90,4,82,4,94
경상북도 영덕군,영해고등학교,3,62,3,59,3,67
경상북도 예천군,예천여자고등학교,5,105,5,77,5,116
경상북도 구미시,오상고등학교,10,284,10,280,10,302
경상북도 포항시 남구,오천고등학교,8,184,8,183,8,220
경상북도 상주시,용운고등학교,4,70,4,38,4,59
경상북도 울릉군,울릉고등학교,3,22,3,21,3,31
경상북도 울진군,울진고등학교,6,133,6,134,6,146
경상북도 포항시 북구,유성여자고등학교,9,208,9,190,10,238
경상북도 의성군,의성고등학교,3,58,3,66,3,43
경상북도 의성군,의성공업고등학교,3,53,3,33,3,41
경상북도 의성군,의성여자고등학교,3,62,3,47,3,59
경상북도 청도군,이서고등학교,6,134,6,139,6,146
경상북도 문경시,점촌고등학교,5,107,6,136,6,135
경상북도 울진군,죽변고등학교,5,92,5,108,5,122
경상북도 포항시 북구,경북간호고등학교,2,30,2,25,2,30
경상북도 상주시,중모종합고등학교,1,0,1,14,1,14
경상북도 경산시,진량고등학교,7,176,7,176,7,215
경상북도 청송군,진보고등학교,1,23,1,17,2,31
경상북도 청도군,청도고등학교,4,91,4,96,4,101
경상북도 청도군,경북드론고등학교,4,92,4,47,4,31
경상북도 청송군,청송고등학교,1,20,1,17,1,21
경상북도 청송군,청송자동차고등학교,1,11,1,16,1,12
경상북도 청송군,청송여자종합고등학교,2,17,2,28,2,30
경상북도 봉화군,한국산림과학고등학교,2,48,2,48,2,49
경상북도 칠곡군,칠곡고등학교,3,75,3,71,1,20
경상북도 경주시,효청보건고등학교,4,96,4,89,4,96
경상북도 울진군,한국원자력마이스터고등학교,4,80,4,78,4,76
경상북도 울진군,평해정보고등학교,2,29,2,23,2,19
경상북도 포항시 북구,포항고등학교,9,207,9,196,10,235
경상북도 포항시 북구,포항여자고등학교,9,207,9,203,10,244
경상북도 포항시 북구,포항여자전자고등학교,9,137,9,156,10,180
경상북도 포항시 북구,포항영신고등학교,7,159,7,145,8,183
경상북도 포항시 북구,포항예술고등학교,4,151,4,152,4,161
경상북도 포항시 남구,포항동성고등학교,7,162,7,155,7,184
경상북도 포항시 남구,포항제철고등학교,12,364,12,370,13,391
경상북도 포항시 남구,포항제철공업고등학교,9,182,9,172,9,175
경상북도 포항시 북구,포항중앙고등학교,9,207,9,196,10,234
경상북도 포항시 북구,포항중앙여자고등학교,9,204,9,192,10,223
경상북도 안동시,풍산고등학교,4,91,4,89,4,94
경상북도 경산시,하양여자고등학교,7,172,7,176,7,211
경상북도 김천시,한일여자고등학교,7,126,7,140,7,155
경상북도 상주시,함창고등학교,4,90,4,90,4,90
경상북도 청송군,현서고등학교,1,20,1,19,1,26
경상북도 구미시,현일고등학교,10,283,10,280,10,313
경상북도 상주시,화령고등학교,1,22,1,14,1,15
경상북도 군위군,효령고등학교,1,0,1,14,1,17
경상북도 울진군,후포고등학교,4,59,4,84,4,84
경상북도 포항시 북구,포항흥해공업고등학교,11,267,11,264,11,280
경상북도 영천시,경북식품과학마이스터고등학교,3,59,3,57,2,19
경상북도 포항시 북구,포항해양과학고등학교,7,87,7,74,7,117
경상북도 의성군,안계고등학교,2,32,2,31,2,33
경상북도 문경시,경북조리과학고등학교,3,70,3,56,3,60
경상북도 성주군,성주여자고등학교,5,107,6,104,6,118
경상북도 구미시,인동고등학교,10,279,10,271,10,333
경상북도 포항시 남구,포항이동고등학교,9,210,9,191,10,226
경상북도 포항시 북구,두호고등학교,9,208,9,196,10,246
경상북도 포항시 북구,포항장성고등학교,9,205,9,193,10,238
경상북도 구미시,상모고등학교,10,280,10,260,10,321
경상북도 구미시,사곡고등학교,10,282,10,276,10,311
경상북도 구미시,선주고등학교,10,274,10,267,10,297
경상북도 경산시,경산과학고등학교,3,60,3,58,3,34
경상북도 구미시,형곡고등학교,10,280,10,283,10,327
경상북도 칠곡군,북삼고등학교,8,192,8,192,8,229
경상북도 경산시,사동고등학교,10,255,10,248,10,290
경상북도 칠곡군,석적고등학교,8,191,8,191,8,229
경상북도 김천시,율곡고등학교,7,138,7,147,7,139
경상북도 구미시,구미고등학교부설방송통신고등학교,3,67,3,79,3,100
경상북도 김천시,김천중앙고등학교부설방송통신고등학교,2,20,3,35,3,44
경상북도 안동시,안동고등학교부설방송통신고등학교,1,24,1,28,1,25
경상북도 포항시 북구,포항고등학교부설방송통신고등학교,3,53,3,69,3,68
경상남도 진주시,경상대학교사범대학부설고등학교,6,144,6,148,6,162
경상남도 거창군,거창공업고등학교,2,21,2,28,2,18
경상남도 거제시,거제고등학교,9,277,9,268,9,310
경상남도 거제시,거제공업고등학교,8,160,8,161,8,145
경상남도 거제시,거제여자상업고등학교,4,45,5,58,3,51
경상남도 거제시,거제제일고등학교,8,214,8,237,7,194
경상남도 거제시,경남산업고등학교,8,170,9,194,9,234
경상남도 거제시,거제중앙고등학교,11,342,11,338,11,401
경상남도 거창군,거창고등학교,4,98,4,95,4,99
경상남도 거창군,거창대성고등학교,7,162,7,153,7,169
경상남도 거창군,대성일고등학교,5,110,5,105,5,118
경상남도 거창군,아림고등학교,3,48,4,74,3,60
경상남도 거창군,거창여자고등학교,5,100,5,112,5,119
경상남도 거창군,거창중앙고등학교,7,161,7,161,7,168
경상남도 진주시,경남과학고등학교,5,101,5,102,4,63
경상남도 진주시,경남예술고등학교,4,90,4,83,4,84
경상남도 양산시,경남외국어고등학교,8,200,8,199,8,202
경상남도 사천시,경남자영고등학교,4,84,4,82,3,75
경상남도 진주시,경남정보고등학교,6,97,5,85,6,106
경상남도 진주시,경남체육고등학교,3,80,3,86,3,82
경상남도 고성군,경남항공고등학교,8,177,7,146,6,142
경상남도 창원시 의창구,경상고등학교,8,172,8,179,8,217
경상남도 진주시,경해여자고등학교,11,256,11,268,11,305
경상남도 고성군,고성고등학교,6,129,6,123,6,146
경상남도 고성군,고성중앙고등학교,6,126,5,107,6,145
경상남도 사천시,곤양고등학교,1,10,1,13,1,14
경상남도 함안군,군북고등학교,2,43,2,39,2,44
경상남도 하동군,금남고등학교,3,54,3,48,3,56
경상남도 김해시,김해가야고등학교,9,251,9,235,9,269
경상남도 김해시,김해건설공업고등학교,12,265,14,307,13,313
경상남도 김해시,김해경원고등학교,9,228,9,228,9,267
경상남도 김해시,김해고등학교,9,216,9,226,9,269
경상남도 김해시,김해생명과학고등학교,8,180,7,114,7,174
경상남도 김해시,김해여자고등학교,9,249,9,230,9,267
경상남도 김해시,김해중앙여자고등학교,5,128,6,145,6,167
경상남도 김해시,김해한일여자고등학교,8,180,8,173,8,199
경상남도 창녕군,남지고등학교,5,115,5,101,5,109
경상남도 남해군,남해고등학교,5,96,4,92,5,112
